Gr Liv Area,Lot Area,Total Bsmt SF,Lot Frontage,Garage Area,House Age,Total Porch SF,Overall Cond,Overall Qual,Mas Vnr Area,Total Bathrooms,Mo Sold,Garage Yr Blt,Sale Condition,SalePrice,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190
0.11254262978400909,0.3601660909312956,0.275625,0.4573643410852713,0.49059139784946243,0.819672131147541,0.34759358288770054,0.625,0.4444444444444445,0.0,0.0,0.4545454545454545,0.504950495049505,0.8,0.15312075003611691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2766199317923456,0.4524582155692801,0.41531250000000003,0.46511627906976744,0.20967741935483872,0.8688524590163935,0.5735294117647058,0.625,0.5555555555555556,0.0675,0.08333333333333334,0.4545454545454545,0.4752475247524752,0.8,0.2643774358156859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5725653656688139,0.3440455005408423,0.659375,0.5581395348837208,0.35080645161290325,0.7049180327868853,0.0,0.5,0.6666666666666665,0.0,0.41666666666666663,0.2727272727272727,0.5742574257425742,0.8,0.38393685933999877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3902993558165972,0.4372099514986566,0.29,0.4108527131782946,0.32392473118279574,0.21311475409836064,0.32887700534759357,0.5,0.4444444444444445,0.0,0.24999999999999997,0.1818181818181818,0.8613861386138614,0.8,0.29410123694186924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3808260704812429,0.3028019121392931,0.289375,0.441860465116279,0.3158602150537635,0.21311475409836064,0.5294117647058824,0.625,0.5555555555555556,0.0125,0.24999999999999997,0.4545454545454545,0.8712871287128713,0.8,0.30340030321598244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2800303145130731,0.12631285111134374,0.418125,0.15503875968992248,0.39112903225806456,0.16393442622950818,0.22727272727272727,0.5,0.7777777777777777,0.0,0.33333333333333337,0.2727272727272727,0.900990099009901,0.8,0.33329015909706067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2580522925350512,0.12927876059876478,0.4,0.1705426356589147,0.34005376344086025,0.3114754098360656,0.30213903743315507,0.5,0.7777777777777777,0.0,0.16666666666666666,0.0,0.8118811881188119,0.8,0.2967581130201873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.38537324744221296,0.14267769287134932,0.49843750000000003,0.1395348837209302,0.40860215053763443,0.2459016393442623,0.5200534759358288,0.5,0.7777777777777777,0.0,0.33333333333333337,0.1818181818181818,0.8415841584158416,0.8,0.3714827527228829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4566123531640773,0.21633692731777104,0.310625,0.3023255813953488,0.2970430107526882,0.19672131147540983,0.267379679144385,0.5,0.6666666666666665,0.0,0.24999999999999997,0.4545454545454545,0.8811881188118812,0.8,0.29260674414781535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40015157256536565,0.3035695593007432,0.2384375,0.4186046511627907,0.2956989247311828,0.27868852459016397,0.3221925133689839,0.5,0.5555555555555556,0.0,0.24999999999999997,0.2727272727272727,0.8217821782178218,0.8,0.27085357125658616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
